105;2289;9.900000;1278;small
106;1310;9.900000;316;small
107;1871;9.900000;599;small
108;4858;9.900000;1737;small
109;5127;9.900000;1509;small
110;1335;9.900000;720;small
111;877;9.900000;1935;small
112;2642;9.900000;1162;small
113;2728;9.900000;679;small
114;5114;9.900000;538;small
115;2709;9.900000;862;small
116;1501;9.900000;1231;small
117;2458;9.900000;1466;small
118;4342;9.900000;1361;small
119;1461;9.900000;350;small
120;1126;9.900000;1582;small
121;921;9.900000;929;small
122;2711;9.900000;568;small
123;2166;9.900000;750;small
124;4542;9.900000;740;small
125;5189;9.900000;1694;small
126;5089;9.900000;1141;small
127;5480;9.900000;838;small
128;5241;9.900000;1331;small
129;3523;9.900000;1191;small
130;3702;9.900000;1520;small
131;1855;9.900000;1445;small
132;3967;9.900000;668;small
133;4009;9.900000;1697;small
134;4474;9.900000;1304;small
135;1551;9.900000;1644;small
136;3391;9.900000;1077;small
137;4081;9.900000;1265;small
138;2453;9.900000;765;small
139;2432;9.900000;1146;small
140;1876;9.900000;1291;small
141;2181;9.900000;276;small
142;1893;9.900000;250;small
143;5440;9.900000;1338;small
144;1332;9.900000;1213;small
145;1592;9.900000;713;small
146;2878;9.900000;1019;small
147;2702;9.900000;1075;small
148;2246;9.900000;412;small
149;4545;9.900000;1785;small
150;3801;9.900000;1216;small
151;3986;9.900000;845;small
152;4655;9.900000;423;small
153;4294;9.900000;1480;small
154;2009;9.900000;1366;small
155;2043;9.900000;198;small
156;3690;9.900000;1294;small
157;749;9.900000;845;small
158;3082;9.900000;807;small
159;1840;9.900000;1965;small
160;3804;9.900000;822;small
161;4710;9.900000;1054;small
162;5348;9.900000;1370;small
163;1625;9.900000;1856;small
164;4430;9.900000;980;small
165;5108;9.900000;1561;small
166;3927;9.900000;1259;small
167;2625;9.900000;1342;small
168;2017;9.900000;1741;small
169;3830;9.900000;1517;small
170;4409;9.900000;1328;small
171;4945;9.900000;1587;small
172;4072;9.900000;950;small
173;4746;9.900000;964;small
174;578;9.900000;1748;small
175;2817;9.900000;788;small
176;1641;9.900000;1012;small
177;4970;9.900000;1282;small
178;996;9.900000;533;small
179;4981;9.900000;1396;small
180;4362;9.900000;1744;small
181;1932;9.900000;607;small
182;4461;9.900000;502;small
183;3992;9.900000;1052;small
184;5373;9.900000;675;small
185;1747;9.900000;1684;small
186;856;9.900000;836;small
187;3965;9.900000;810;small
188;535;9.900000;1709;small
189;220;9.900000;1733;small
190;5450;9.900000;742;small
191;2101;9.900000;1929;small
192;2289;9.900000;1568;small
193;2562;9.900000;1474;small
194;2367;9.900000;1056;small
195;3469;9.900000;2009;small
196;2653;9.900000;392;small
197;5631;9.900000;351;small
198;3635;9.900000;633;small
199;4391;9.900000;870;small
200;3009;9.900000;249;small
201;771;9.900000;488;small
202;3324;9.900000;46;small
203;3597;9.900000;335;small
204;422;9.900000;526;small
205;3380;9.900000;1388;small
206;608;9.900000;815;small
207;2678;9.900000;1957;small
208;4246;9.900000;2021;small
209;1566;9.900000;184;small
210;5372;9.900000;598;small
211;3571;9.900000;1970;small
212;80;9.900000;1865;small
213;4863;9.900000;2013;small
214;2321;9.900000;585;small
215;641;9.900000;1585;small
216;2157;9.900000;111;small
217;714;9.900000;1134;small
218;4044;9.900000;298;small
219;5627;9.900000;1512;small
220;5611;9.900000;1180;small
221;1754;9.900000;50;small
222;3020;9.900000;1453;small
223;3274;9.900000;1313;small
224;5176;9.900000;2005;small
225;3396;9.900000;300;small
226;1105;9.900000;60;small
227;475;9.900000;801;small
228;2935;9.900000;1646;small
229;5256;9.900000;497;small
230;1976;9.900000;684;small
231;546;9.900000;1179;small
232;2701;9.900000;113;small
